npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1097044071,Richard,Hall,PA-C,Infectious Disease,Columbia Medical Associates,4808 Lake Way,Bronx,NY,10451,(644) 300-2646,No,"Bronze,Silver,Gold",Yes,English,New York-Presbyterian Hospital
1442437192,James,Johnson,MD,Radiology,MetroHealth Associates,2485 Lake Dr,Albany,NY,12201,(779) 898-3950,Yes,Gold,Yes,English,New York-Presbyterian Hospital
1274154962,Ahmed,Thompson,MD,Radiology,Northeast Specialty Group,7655 Pine Rd,Brooklyn,NY,11201,(882) 209-8622,Yes,"Bronze,Silver,Gold",Yes,English,Lenox Hill Hospital
1916261972,Robert,Harris,MD,Radiology,Northeast Specialty Group,5049 Lake Rd,Queens,NY,11354,(694) 309-4886,No,Gold,Yes,English,Montefiore Medical Center
1533356861,Carlos,Taylor,DO,Radiology,Northeast Specialty Group,903 Broadway Way,Rochester,NY,14601,(493) 994-4770,Yes,Gold,Yes,English,New York-Presbyterian Hospital
1141102355,Ahmed,Wilson,MD,Emergency Medicine,Empire State Health Partners,9595 Cedar Way,Buffalo,NY,14201,(292) 502-6352,No,Gold,Yes,"English,Spanish",NYU Langone Medical Center
1502866993,Michael,Chen,MD,Emergency Medicine,New York Medical Group,4935 Cedar Ave,Buffalo,NY,14201,(277) 344-4696,No,Gold,Yes,"English,Russian",Montefiore Medical Center
1883063850,Robert,Thompson,MD,Emergency Medicine,Columbia Medical Associates,4395 Broadway Rd,Rochester,NY,14601,(853) 580-2775,Yes,"Bronze,Silver,Gold",No,English,Montefiore Medical Center
1048690765,Ahmed,Chen,MD,Emergency Medicine,Empire State Health Partners,6789 Oak St,New York,NY,10001,(238) 511-9071,Yes,"Bronze,Silver",Yes,"English,Korean",Lenox Hill Hospital
1300368694,Joseph,Harris,MD,General Surgery,Columbia Medical Associates,8117 Broadway Rd,Queens,NY,11354,(233) 906-7070,Yes,"Silver,Gold",No,"English,Mandarin",Jamaica Hospital Medical Center
1910568697,Susan,Anderson,MD,General Surgery,Columbia Medical Associates,4620 Lake Ave,Syracuse,NY,13201,(665) 293-4475,Yes,Gold,Yes,English,Bellevue Hospital Center
1003044648,Michael,Rodriguez,MD,Vascular Surgery,Columbia Medical Associates,5483 Park Dr,Buffalo,NY,14201,(483) 348-3129,Yes,"Silver,Gold",Yes,"English,French",NYU Langone Medical Center
1136105947,Omar,Smith,MD,Vascular Surgery,MetroHealth Associates,2954 Pine Ave,Brooklyn,NY,11201,(959) 631-9619,Yes,"Silver,Gold",Yes,"English,Spanish",New York-Presbyterian Hospital
1491819409,Jessica,Harris,MD,Vascular Surgery,Northeast Specialty Group,810 Highland Blvd,Brooklyn,NY,11201,(858) 231-1996,No,"Bronze,Silver,Gold",No,English,NYU Langone Medical Center
1679760958,Jessica,Young,PA-C,Plastic Surgery,Empire State Health Partners,2167 Pine Dr,Brooklyn,NY,11201,(799) 761-6327,No,Gold,Yes,"English,Mandarin",NYU Langone Medical Center
1953580472,Thomas,Patel,MD,Plastic Surgery,Empire State Health Partners,3622 Elm Rd,Albany,NY,12201,(433) 623-6553,No,"Bronze,Silver,Gold",No,"English,Portuguese",Jamaica Hospital Medical Center
1097951867,Kenji,Brown,MD,Plastic Surgery,MetroHealth Associates,2600 Maple Ave,Bronx,NY,10451,(287) 295-8075,Yes,Gold,Yes,English,Jamaica Hospital Medical Center
1644685429,Michael,Chen,MD,Speech Therapy,Empire State Health Partners,7029 Main Blvd,Rochester,NY,14601,(519) 560-2697,Yes,"Bronze,Silver",Yes,English,Bellevue Hospital Center
1724750726,Susan,Brown,MD,Speech Therapy,Empire State Health Partners,9290 Broadway Dr,Syracuse,NY,13201,(858) 770-1430,Yes,Gold,Yes,"English,Tagalog",Bellevue Hospital Center
1430338918,William,Young,DO,Speech Therapy,MetroHealth Associates,2447 Broadway Way,Queens,NY,11354,(271) 345-1502,Yes,"Bronze,Silver,Gold",Yes,English,Bellevue Hospital Center
1091221925,Joseph,White,PA-C,Speech Therapy,New York Medical Group,5414 Broadway Dr,Buffalo,NY,14201,(253) 359-3579,Yes,Gold,Yes,English,Bellevue Hospital Center
1370626529,Thomas,Allen,MD,Physical Therapy,Columbia Medical Associates,3631 Highland Ave,Albany,NY,12201,(640) 313-5640,No,"Bronze,Silver",Yes,English,Staten Island University Hospital
1310791488,Maria,Davis,MD,Physical Therapy,Empire State Health Partners,3560 Park Blvd,Albany,NY,12201,(535) 322-1126,No,"Silver,Gold",Yes,English,New York-Presbyterian Hospital
1045421708,Michael,Thompson,NP,Occupational Therapy,Columbia Medical Associates,1280 Elm Way,Queens,NY,11354,(646) 219-8532,Yes,"Bronze,Silver,Gold",No,"English,Arabic",Lenox Hill Hospital
1494025283,Carlos,Thompson,MD,Occupational Therapy,Empire State Health Partners,5421 Park Dr,Bronx,NY,10451,(906) 570-2443,No,"Bronze,Silver",Yes,English,Montefiore Medical Center
1548127255,Sandra,Rodriguez,MD,Occupational Therapy,Northeast Specialty Group,5556 Park Ave,Buffalo,NY,14201,(848) 316-9693,Yes,Gold,No,"English,French",NYU Langone Medical Center
1810080036,Susan,Brown,MD,Allergy & Immunology,New York Medical Group,3002 Maple Rd,Queens,NY,11354,(777) 978-8354,Yes,"Silver,Gold",Yes,"English,Mandarin",Montefiore Medical Center
1333297890,Michael,Harris,MD,Allergy & Immunology,Northeast Specialty Group,5866 Highland Ave,Rochester,NY,14601,(672) 662-1616,Yes,Gold,No,"English,Spanish",Staten Island University Hospital
1202120588,Robert,Hall,MD,Allergy & Immunology,Northeast Specialty Group,7468 Broadway Way,Albany,NY,12201,(529) 819-8792,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",Jamaica Hospital Medical Center
1170452446,Richard,Young,MD,Pain Management,Empire State Health Partners,8686 Highland Dr,Brooklyn,NY,11201,(572) 581-5634,No,"Silver,Gold",No,"English,Russian",Mount Sinai Hospital
1777103091,Omar,Walker,MD,Pain Management,Empire State Health Partners,6433 Pine Blvd,Rochester,NY,14601,(872) 817-3463,Yes,Gold,Yes,English,Bellevue Hospital Center
1719532005,Patricia,Taylor,MD,Pain Management,Columbia Medical Associates,6271 Cedar St,Queens,NY,11354,(919) 956-9624,Yes,"Bronze,Silver,Gold",Yes,English,Mount Sinai Hospital
1147709679,Wei,Anderson,MD,Urgent Care,MetroHealth Associates,8067 Lake St,Bronx,NY,10451,(358) 279-5846,Yes,"Silver,Gold",Yes,"English,Arabic",Bellevue Hospital Center
1774364348,Omar,Martinez,MD,Urgent Care,Columbia Medical Associates,3062 Broadway St,New York,NY,10001,(648) 244-7731,Yes,"Bronze,Silver",Yes,English,Mount Sinai Hospital
1728326405,Thomas,Walker,DO,Urgent Care,New York Medical Group,7784 Lake Blvd,Buffalo,NY,14201,(784) 651-8564,Yes,"Bronze,Silver,Gold",No,English,Staten Island University Hospital
1908269915,Linda,Miller,MD,Urgent Care,MetroHealth Associates,9185 Oak Way,Bronx,NY,10451,(728) 327-5670,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",Mount Sinai Hospital
1539026034,Wei,Jones,MD,Cardiology,Lone Star Medical Group,6897 Main Rd,Plano,TX,75023,(582) 441-7326,Yes,"Bronze,Silver",No,"English,Spanish",UT Southwestern Medical Center
1503703167,James,Martinez,MD,Cardiology,Lone Star Medical Group,7840 Park Way,San Antonio,TX,78201,(659) 830-1086,Yes,"Silver,Gold",Yes,English,Dell Medical School
1450784243,David,Jones,NP,Cardiology,Texas Health Partners,2096 Main St,Fort Worth,TX,76101,(854) 837-8489,Yes,Gold,Yes,English,University Health System
1447286055,Yuki,Patel,MD,Neurology,Lone Star Medical Group,5880 Lake Dr,Houston,TX,77001,(391) 880-2402,Yes,Gold,Yes,English,Texas Health Resources
1786989426,Joseph,Kim,MD,Neurology,Gulf Coast Specialists,1206 Cedar St,Houston,TX,77001,(872) 843-2698,Yes,Gold,Yes,"English,Arabic",University Health System
1315081566,Patricia,Chen,MD,Neurology,Central Texas Health Partners,1133 Maple Ave,Houston,TX,77001,(406) 244-4268,Yes,"Bronze,Silver",No,"English,Hindi",Baylor Scott & White
1133654018,Priya,Kim,DO,Dermatology,Lone Star Medical Group,883 Cedar Blvd,Arlington,TX,76001,(576) 647-7553,No,Gold,No,English,Houston Methodist Hospital
1882982227,Linda,Kim,PA-C,Dermatology,DFW Medical Associates,1393 Elm Dr,El Paso,TX,79901,(384) 758-5813,Yes,Gold,Yes,"English,Tagalog",Dell Medical School
1045478504,Richard,Allen,DO,Dermatology,Central Texas Health Partners,7372 Cedar Rd,Dallas,TX,75201,(944) 561-8126,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Memorial Hermann Hospital
1072191273,Omar,Hall,MD,Orthopedics,DFW Medical Associates,7279 Main St,Dallas,TX,75201,(441) 997-7001,Yes,"Silver,Gold",No,"English,Hindi",Dell Medical School
1337568796,Ahmed,Jones,PA-C,Orthopedics,Gulf Coast Specialists,8774 Cedar Rd,Houston,TX,77001,(865) 485-5089,Yes,"Bronze,Silver",Yes,"English,Hindi",Dell Medical School
1131680929,Jessica,Patel,MD,Gastroenterology,Gulf Coast Specialists,4778 Maple St,Austin,TX,78701,(338) 275-8406,Yes,Gold,Yes,"English,French",UT Southwestern Medical Center
1546272321,Robert,Allen,MD,Gastroenterology,Texas Health Partners,2680 Park Blvd,Plano,TX,75023,(429) 324-4292,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Dell Medical School
1427521016,James,Anderson,NP,Gastroenterology,Central Texas Health Partners,1512 Oak Blvd,Plano,TX,75023,(934) 936-8842,No,"Bronze,Silver,Gold",No,English,Dell Medical School
1824399252,Michael,Martinez,MD,Gastroenterology,Central Texas Health Partners,9132 Broadway St,Dallas,TX,75201,(332) 643-9238,Yes,"Bronze,Silver,Gold",Yes,English,JPS Health Network
1210777576,Karen,Garcia,MD,Ophthalmology,Lone Star Medical Group,4753 Oak Blvd,Austin,TX,78701,(850) 764-5496,Yes,Gold,Yes,"English,Portuguese",Dell Medical School
1886090690,Ahmed,Chen,MD,Ophthalmology,DFW Medical Associates,5631 Broadway Ave,Fort Worth,TX,76101,(229) 283-1744,Yes,"Bronze,Silver,Gold",Yes,English,Baylor Scott & White
1864027324,Carlos,White,MD,Ophthalmology,Central Texas Health Partners,5049 Maple St,San Antonio,TX,78201,(901) 615-5873,No,"Bronze,Silver,Gold",Yes,English,Houston Methodist Hospital
1342863363,Linda,Harris,MD,Ophthalmology,Central Texas Health Partners,2453 Cedar Way,Houston,TX,77001,(951) 553-7532,Yes,"Silver,Gold",No,English,JPS Health Network
1412477736,Richard,Davis,PA-C,Nephrology,Gulf Coast Specialists,1686 Main Blvd,Dallas,TX,75201,(830) 628-5067,Yes,"Bronze,Silver",No,English,UT Southwestern Medical Center
1490947659,David,Garcia,PA-C,Nephrology,Central Texas Health Partners,1575 Elm Dr,El Paso,TX,79901,(446) 420-6781,Yes,Gold,Yes,English,JPS Health Network
1392750748,Jessica,Walker,PA-C,Nephrology,DFW Medical Associates,2294 Pine Way,Fort Worth,TX,76101,(982) 612-6995,Yes,"Bronze,Silver,Gold",No,"English,Tagalog",Memorial Hermann Hospital
1300347789,Carlos,Chen,MD,Nephrology,DFW Medical Associates,8361 Maple Dr,Houston,TX,77001,(838) 896-2946,Yes,Gold,Yes,English,Dell Medical School
1147141682,Richard,Chen,MD,Pulmonology,Lone Star Medical Group,759 Main Ave,El Paso,TX,79901,(930) 541-8761,No,"Bronze,Silver,Gold",Yes,"English,Portuguese",Baylor Scott & White
1889368954,Richard,Walker,MD,Pulmonology,Central Texas Health Partners,9827 Cedar Dr,Austin,TX,78701,(721) 745-9025,Yes,"Bronze,Silver,Gold",No,"English,Korean",Baylor Scott & White
1703935444,Patricia,Martinez,MD,Pulmonology,DFW Medical Associates,9879 Maple Blvd,Houston,TX,77001,(994) 792-4728,Yes,Gold,Yes,"English,Spanish",University Health System
1473561557,Wei,Hall,MD,Endocrinology,Lone Star Medical Group,1900 Lake Ave,Austin,TX,78701,(521) 628-3481,No,"Silver,Gold",Yes,English,University Health System
1404612520,Sandra,Patel,MD,Endocrinology,Texas Health Partners,5425 Maple Dr,San Antonio,TX,78201,(521) 377-8531,Yes,"Silver,Gold",Yes,"English,Portuguese",JPS Health Network
1828042067,Omar,Moore,DO,Endocrinology,Lone Star Medical Group,4990 Lake Blvd,El Paso,TX,79901,(495) 921-4396,No,"Silver,Gold",No,English,JPS Health Network
1311871167,Priya,Moore,DO,Oncology,Texas Health Partners,6564 Cedar St,El Paso,TX,79901,(243) 494-2294,Yes,"Bronze,Silver,Gold",No,"English,Tagalog",Memorial Hermann Hospital
1795525625,Kenji,Kim,MD,Oncology,DFW Medical Associates,2349 Oak Dr,Fort Worth,TX,76101,(800) 445-4972,Yes,Gold,Yes,"English,Korean",Texas Health Resources
1997613190,Yuki,Davis,MD,Oncology,Central Texas Health Partners,2352 Main Dr,San Antonio,TX,78201,(361) 616-8793,No,Gold,Yes,"English,Mandarin",UT Southwestern Medical Center
1987450363,Richard,Taylor,MD,Hematology,DFW Medical Associates,2968 Elm St,Fort Worth,TX,76101,(237) 606-9116,Yes,"Silver,Gold",Yes,"English,Spanish",UT Southwestern Medical Center
1954835612,Maria,Smith,DO,Hematology,Gulf Coast Specialists,9001 Highland Rd,Fort Worth,TX,76101,(337) 716-8668,Yes,Gold,Yes,English,UT Southwestern Medical Center
1656007396,Linda,Moore,PA-C,Psychiatry,Lone Star Medical Group,9402 Lake St,El Paso,TX,79901,(854) 615-8007,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Memorial Hermann Hospital
1479678614,Omar,Brown,MD,Psychiatry,Central Texas Health Partners,4372 Elm St,Arlington,TX,76001,(971) 473-6400,Yes,Gold,Yes,"English,Spanish",Baylor Scott & White
1539577241,William,Hall,MD,OB/GYN,Texas Health Partners,2716 Elm Way,Houston,TX,77001,(920) 988-6095,Yes,"Bronze,Silver,Gold",Yes,English,Texas Health Resources
1589736058,Patricia,Walker,MD,OB/GYN,Lone Star Medical Group,6221 Elm Way,Fort Worth,TX,76101,(682) 975-9806,Yes,"Bronze,Silver",Yes,English,Texas Health Resources
1614933740,Wei,Harris,NP,OB/GYN,Texas Health Partners,9072 Highland St,Dallas,TX,75201,(749) 353-3695,Yes,"Bronze,Silver,Gold",Yes,English,Dell Medical School
1551095672,Jennifer,Allen,MD,OB/GYN,Texas Health Partners,1011 Maple St,Plano,TX,75023,(625) 667-1945,No,"Bronze,Silver,Gold",Yes,English,JPS Health Network
1064698991,Joseph,Wilson,MD,Pediatrics,DFW Medical Associates,5744 Oak Dr,Houston,TX,77001,(270) 683-1519,Yes,"Bronze,Silver,Gold",No,English,Texas Health Resources
1710594320,Michael,Hall,MD,Pediatrics,Central Texas Health Partners,6254 Oak Way,Austin,TX,78701,(752) 336-6697,Yes,"Bronze,Silver",Yes,"English,Tagalog",Dell Medical School
1407245006,Wei,Jones,MD,Pediatrics,Texas Health Partners,9020 Elm Dr,Arlington,TX,76001,(435) 453-8546,Yes,Gold,Yes,English,Houston Methodist Hospital
1036052248,Kenji,Brown,MD,Internal Medicine,DFW Medical Associates,1202 Oak Dr,San Antonio,TX,78201,(657) 812-1797,Yes,"Bronze,Silver,Gold",Yes,English,University Health System
1620058859,Joseph,Harris,MD,Internal Medicine,Texas Health Partners,3936 Broadway Blvd,Houston,TX,77001,(812) 991-6253,Yes,"Silver,Gold",No,"English,Korean",Texas Health Resources
1728802398,Omar,Patel,MD,Internal Medicine,Gulf Coast Specialists,9793 Park Way,Austin,TX,78701,(637) 769-9120,Yes,Gold,No,English,University Health System
1911972883,Wei,Martinez,MD,Family Medicine,Lone Star Medical Group,8913 Maple St,Arlington,TX,76001,(430) 507-3365,No,Gold,Yes,English,University Health System
1909602544,Sandra,Chen,NP,Family Medicine,Central Texas Health Partners,5511 Oak Rd,Arlington,TX,76001,(579) 294-9775,Yes,"Silver,Gold",Yes,English,Baylor Scott & White
1933590437,Joseph,Allen,MD,Family Medicine,Texas Health Partners,3655 Maple St,Fort Worth,TX,76101,(540) 510-1251,Yes,"Silver,Gold",Yes,"English,Portuguese",Houston Methodist Hospital
1696559239,Kenji,Kim,MD,Family Medicine,Central Texas Health Partners,6336 Maple Dr,Dallas,TX,75201,(567) 515-5285,Yes,"Silver,Gold",Yes,"English,Korean",Texas Health Resources
1795913682,Jennifer,Moore,PA-C,Rheumatology,Lone Star Medical Group,849 Broadway St,Plano,TX,75023,(349) 216-5272,No,Gold,No,English,Dell Medical School
1776914430,David,Martinez,MD,Rheumatology,DFW Medical Associates,5630 Pine Rd,Austin,TX,78701,(857) 957-9037,No,"Silver,Gold",Yes,English,University Health System
1878316418,Linda,Jones,NP,Rheumatology,Lone Star Medical Group,8684 Main Ave,El Paso,TX,79901,(884) 249-1104,No,"Bronze,Silver,Gold",Yes,"English,Spanish",JPS Health Network
1715922437,Robert,Young,MD,Urology,Lone Star Medical Group,1090 Broadway Way,San Antonio,TX,78201,(831) 694-8993,Yes,"Bronze,Silver,Gold",Yes,English,Houston Methodist Hospital
1985747441,James,Smith,NP,Urology,DFW Medical Associates,7154 Park Ave,Arlington,TX,76001,(298) 736-3439,Yes,Gold,Yes,English,Memorial Hermann Hospital
1734484102,Patricia,Wilson,MD,Urology,Gulf Coast Specialists,4084 Lake Blvd,Fort Worth,TX,76101,(282) 869-1519,Yes,"Bronze,Silver",No,English,UT Southwestern Medical Center
1921227867,Joseph,Chen,PA-C,Urology,Texas Health Partners,7209 Cedar Dr,Arlington,TX,76001,(297) 740-1697,Yes,"Silver,Gold",Yes,English,Houston Methodist Hospital
1630325223,William,Johnson,MD,Infectious Disease,DFW Medical Associates,5252 Main St,Plano,TX,75023,(347) 970-7525,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Memorial Hermann Hospital
1800427880,Carlos,Davis,MD,Infectious Disease,DFW Medical Associates,2392 Oak Dr,Austin,TX,78701,(554) 254-2600,No,Gold,Yes,English,University Health System
1593819730,Richard,Walker,MD,Infectious Disease,Gulf Coast Specialists,8138 Lake Blvd,Dallas,TX,75201,(584) 642-4043,No,"Bronze,Silver,Gold",Yes,"English,Russian",University Health System
1387298927,Susan,Young,MD,Infectious Disease,Gulf Coast Specialists,2627 Elm Blvd,Fort Worth,TX,76101,(309) 293-1085,Yes,"Silver,Gold",No,English,UT Southwestern Medical Center
1096227496,Jennifer,Jones,MD,Radiology,Central Texas Health Partners,6785 Oak Ave,Fort Worth,TX,76101,(562) 767-2524,Yes,"Bronze,Silver",No,"English,Portuguese",Baylor Scott & White
1288749542,Karen,White,MD,Radiology,DFW Medical Associates,6337 Park St,Houston,TX,77001,(508) 474-9079,Yes,"Silver,Gold",Yes,"English,Hindi",UT Southwestern Medical Center
1662143074,Sandra,Wilson,MD,Radiology,Central Texas Health Partners,4140 Maple Dr,Austin,TX,78701,(400) 668-2752,Yes,"Bronze,Silver,Gold",No,English,Memorial Hermann Hospital
1344311586,Richard,Walker,MD,Emergency Medicine,Central Texas Health Partners,9838 Park Blvd,Arlington,TX,76001,(817) 911-4290,No,Gold,No,English,Dell Medical School
1122286118,Joseph,Martinez,DO,Emergency Medicine,DFW Medical Associates,4692 Elm Blvd,Austin,TX,78701,(777) 404-9939,Yes,"Silver,Gold",Yes,English,JPS Health Network
1325164079,Kenji,Harris,MD,General Surgery,Gulf Coast Specialists,8280 Park Way,Houston,TX,77001,(447) 458-3525,No,"Bronze,Silver,Gold",No,"English,Tagalog",JPS Health Network
1753374076,Thomas,Walker,PA-C,General Surgery,DFW Medical Associates,9007 Main Blvd,Dallas,TX,75201,(749) 808-2392,Yes,"Bronze,Silver,Gold",Yes,"English,Tagalog",University Health System
1105877984,Linda,Hall,MD,General Surgery,DFW Medical Associates,7152 Oak Ave,El Paso,TX,79901,(464) 427-9366,Yes,"Bronze,Silver",No,"English,Arabic",Houston Methodist Hospital
1124628497,Joseph,Harris,MD,General Surgery,Gulf Coast Specialists,4940 Elm Ave,El Paso,TX,79901,(947) 345-6707,Yes,"Bronze,Silver,Gold",No,English,Baylor Scott & White
1047978060,Wei,Kim,MD,Vascular Surgery,Texas Health Partners,5325 Oak Blvd,San Antonio,TX,78201,(927) 317-1370,Yes,"Bronze,Silver",Yes,"English,Russian",JPS Health Network
1856583753,Omar,Garcia,MD,Vascular Surgery,DFW Medical Associates,7085 Maple St,Dallas,TX,75201,(614) 844-4022,Yes,"Silver,Gold",Yes,English,Baylor Scott & White
1298870482,Joseph,Smith,MD,Vascular Surgery,Central Texas Health Partners,172 Lake St,Arlington,TX,76001,(970) 920-2025,Yes,"Bronze,Silver,Gold",Yes,English,Texas Health Resources
1421490916,Richard,Miller,PA-C,Plastic Surgery,Gulf Coast Specialists,9880 Elm Dr,El Paso,TX,79901,(801) 316-6700,Yes,"Bronze,Silver",No,"English,Arabic",UT Southwestern Medical Center
1400834337,Omar,Young,DO,Plastic Surgery,Lone Star Medical Group,5103 Oak St,Austin,TX,78701,(910) 344-9369,No,Gold,No,English,UT Southwestern Medical Center
1310133983,Carlos,Thompson,MD,Speech Therapy,Central Texas Health Partners,9191 Park Rd,Austin,TX,78701,(343) 391-6154,No,"Bronze,Silver,Gold",Yes,"English,Hindi",Baylor Scott & White
1527986647,Patricia,Smith,PA-C,Speech Therapy,Lone Star Medical Group,8209 Elm Way,Houston,TX,77001,(625) 927-8272,No,"Bronze,Silver",Yes,"English,Portuguese",Baylor Scott & White
1607362554,Carlos,Smith,MD,Speech Therapy,Texas Health Partners,4829 Park Rd,Dallas,TX,75201,(960) 991-9115,Yes,Gold,Yes,English,Memorial Hermann Hospital
1891281644,William,Chen,MD,Speech Therapy,Central Texas Health Partners,7065 Oak Way,Dallas,TX,75201,(869) 969-5055,Yes,"Bronze,Silver,Gold",Yes,English,Houston Methodist Hospital
1149502403,Patricia,Williams,PA-C,Physical Therapy,Lone Star Medical Group,7115 Park Dr,Fort Worth,TX,76101,(411) 411-1972,Yes,"Silver,Gold",Yes,"English,Arabic",UT Southwestern Medical Center
1986520398,Ahmed,Chen,MD,Physical Therapy,Gulf Coast Specialists,1660 Park Rd,Fort Worth,TX,76101,(260) 483-3078,Yes,Gold,Yes,"English,Portuguese",Dell Medical School
1081084980,Ana,Martinez,MD,Physical Therapy,Central Texas Health Partners,6886 Elm Rd,Austin,TX,78701,(848) 987-2525,No,"Silver,Gold",Yes,"English,Korean",University Health System
1713118992,Ana,Anderson,PA-C,Occupational Therapy,Gulf Coast Specialists,1626 Maple Way,Fort Worth,TX,76101,(914) 566-2037,No,"Bronze,Silver,Gold",Yes,English,JPS Health Network
1960091255,David,Kim,DO,Occupational Therapy,Gulf Coast Specialists,9375 Maple Blvd,Arlington,TX,76001,(898) 980-1793,Yes,Gold,Yes,"English,Hindi",Dell Medical School
1324125621,James,Brown,MD,Occupational Therapy,Central Texas Health Partners,3414 Park Way,Plano,TX,75023,(362) 480-2529,Yes,"Bronze,Silver,Gold",No,"English,Tagalog",JPS Health Network
1102202698,Patricia,Allen,MD,Occupational Therapy,Central Texas Health Partners,7132 Oak Way,Dallas,TX,75201,(201) 418-8812,Yes,Gold,Yes,"English,French",Houston Methodist Hospital
1245829826,Wei,Allen,PA-C,Allergy & Immunology,Texas Health Partners,2265 Maple Ave,San Antonio,TX,78201,(592) 291-2678,Yes,Gold,No,"English,Tagalog",Houston Methodist Hospital
1775705487,Karen,Jones,MD,Allergy & Immunology,Lone Star Medical Group,2788 Maple Blvd,El Paso,TX,79901,(418) 843-3480,No,"Bronze,Silver,Gold",Yes,"English,Spanish",Baylor Scott & White
1266058599,David,Williams,MD,Allergy & Immunology,Texas Health Partners,7135 Cedar St,Plano,TX,75023,(483) 860-2380,Yes,"Bronze,Silver,Gold",Yes,"English,Arabic",Baylor Scott & White
1531381642,Ana,Smith,DO,Allergy & Immunology,DFW Medical Associates,4942 Main St,Fort Worth,TX,76101,(595) 315-4949,No,"Bronze,Silver,Gold",Yes,"English,Tagalog",Texas Health Resources
1185510711,Wei,Smith,MD,Pain Management,Lone Star Medical Group,6086 Highland Way,Dallas,TX,75201,(981) 682-2195,Yes,"Bronze,Silver",Yes,"English,Tagalog",Dell Medical School
1431942087,James,Wilson,MD,Pain Management,Texas Health Partners,6906 Elm Way,Dallas,TX,75201,(284) 855-9791,Yes,"Bronze,Silver",No,"English,Portuguese",Houston Methodist Hospital
1750197517,Karen,Williams,NP,Pain Management,Lone Star Medical Group,9708 Oak Blvd,Dallas,TX,75201,(647) 947-4909,Yes,"Bronze,Silver,Gold",Yes,English,Texas Health Resources
1533019326,Sandra,Brown,PA-C,Pain Management,Gulf Coast Specialists,2348 Main St,Dallas,TX,75201,(555) 735-9474,Yes,"Silver,Gold",Yes,English,Houston Methodist Hospital
1619175016,Kenji,Wilson,MD,Urgent Care,Gulf Coast Specialists,1146 Pine Way,Austin,TX,78701,(842) 278-9128,No,"Bronze,Silver",Yes,English,Houston Methodist Hospital
1776077372,Maria,Kim,MD,Urgent Care,Gulf Coast Specialists,1785 Broadway Way,El Paso,TX,79901,(318) 433-9336,Yes,"Silver,Gold",Yes,English,Baylor Scott & White
1795283876,Susan,Johnson,PA-C,Urgent Care,Central Texas Health Partners,679 Highland Way,Houston,TX,77001,(871) 629-4678,Yes,"Silver,Gold",Yes,English,Dell Medical School
1049315449,William,Williams,MD,Cardiology,Pacific Health Partners,3038 Lake Dr,Oakland,CA,94601,(610) 270-8620,Yes,"Bronze,Silver,Gold",No,"English,Spanish",Scripps Health
1498137488,Robert,Chen,PA-C,Cardiology,Bay Area Specialists,5079 Broadway St,Oakland,CA,94601,(577) 805-9083,Yes,"Silver,Gold",Yes,English,Cedars-Sinai Medical Center
1814893975,Michael,Smith,MD,Cardiology,Golden State Medical Group,257 Cedar Ave,Sacramento,CA,95814,(873) 585-6038,Yes,"Bronze,Silver,Gold",Yes,English,Cedars-Sinai Medical Center
1752528635,Sandra,Kim,MD,Neurology,Bay Area Specialists,3892 Highland Rd,Sacramento,CA,95814,(581) 669-2391,Yes,"Bronze,Silver,Gold",Yes,English,Stanford Health Care
1752398388,Yuki,Thompson,MD,Neurology,SoCal Medical Associates,4376 Cedar Rd,San Diego,CA,92101,(953) 534-6211,No,"Silver,Gold",No,English,Cedars-Sinai Medical Center
1129640083,Robert,Miller,MD,Neurology,Golden State Medical Group,7735 Cedar Rd,Sacramento,CA,95814,(748) 566-4401,No,"Bronze,Silver,Gold",No,English,UCSF Medical Center
1763599447,William,Brown,MD,Neurology,Bay Area Specialists,5470 Park Ave,Long Beach,CA,90802,(454) 564-7492,Yes,"Bronze,Silver,Gold",Yes,English,Stanford Health Care
1130409444,Linda,Smith,MD,Dermatology,California Health Network,7670 Oak St,San Jose,CA,95101,(212) 263-4641,Yes,"Bronze,Silver,Gold",Yes,English,Providence Saint Joseph Medical Center
1971820065,Patricia,Allen,MD,Dermatology,Pacific Health Partners,7365 Park Ave,Fresno,CA,93701,(539) 325-1699,No,"Bronze,Silver,Gold",Yes,"English,French",Kaiser Permanente
1295259429,Carlos,White,MD,Dermatology,Pacific Health Partners,5899 Lake St,San Diego,CA,92101,(486) 656-3435,Yes,"Bronze,Silver",Yes,"English,Hindi",Providence Saint Joseph Medical Center
1450149967,Yuki,Taylor,PA-C,Orthopedics,California Health Network,4683 Elm St,Sacramento,CA,95814,(404) 858-9614,Yes,"Bronze,Silver",Yes,English,Huntington Hospital
1417021222,Joseph,Young,MD,Orthopedics,California Health Network,9367 Highland Blvd,Los Angeles,CA,90001,(476) 384-1427,Yes,"Bronze,Silver",Yes,English,Providence Saint Joseph Medical Center
